cobranca_id,cliente_id,data_vencimento,data_pagamento,valor_cobranca,status_cobranca,tipo_cobranca,forma_pagamento,criado_em
308,1925,27/02/2020,2020-03-02 00:00:00,3830.61,pago,upsell,boleto,17/02/2020
309,6627,2022-04-27,01/05/2022 00:00,"1094,87",paga,setup,pix,17/04/2022 00:00
310,7637,22/09/2024 00:00,28/09/2024 00:00,"1698,16",Paga,setup,boleto,2024-09-12 00:00:00
311,2036,2020-04-16,2020-04-23 00:00:00,625.44,pago,setup,,06/04/2020 00:00
312,2193,26/10/2024 00:00,2024-10-30,2012.53,paga,setup,pix,2024-10-16 00:00:00
313,3020,25/11/2023,2023-11-22 00:00:00,"R$ 1746,00",paga,setup,boleto,45245
314,6190,03/02/2022 00:00,44602,"1240,82",paga,upsell,pix,44585
315,4480,45387,,4032.70,aberta,upsell,cartao,2024-03-26
316,6186,20/05/2022,,"467,33",em aberto,upsell,cartao,10/05/2022
317,2983,2021-12-12,,"R$ 693,00",atrasada,Mensal,,2021-12-02 00:00:00
318,8914,2023-04-15,,"1719,13",em aberto,upsell,cartao,05/04/2023 00:00
319,7728,27/08/2023,02/09/2023,"R$ 2883,00",pago,mensalidade,,17/08/2023
320,7636,44685,2022-05-10 00:00:00,"2420,21",Paga,mensalidade,boleto,2022-04-24 00:00:00
321,7724,2020-01-18,,"R$ 339,00",atrasada,Mensal,cartao,2020-01-08 00:00:00
322,4785,08/12/2022,2022-12-17 00:00:00,"2711,16",Paga,upsell,boleto,2022-11-28
323,6286,44885,,2039.69,em aberto,setup,,10/11/2022
324,2695,17/05/2020 00:00,18/05/2020 00:00,"R$ 574,00",pago,mensalidade,cartao,07/05/2020 00:00
325,8802,27/02/2022,06/03/2022,"4204,09",pago,upsell,pix,44609
326,8553,44404,2021-07-28 00:00:00,"1467,85",paga,mensalidade,cartao,17/07/2021 00:00
327,1346,23/03/2021,24/03/2021 00:00,1695.19,pago,setup,,13/03/2021 00:00
328,2526,44031,2020-07-24,496.47,paga,upsell,boleto,09/07/2020
329,8825,2024-10-23,,"2442,69",aberta,setup,cartao,45578
330,5334,31/10/2022 00:00,31/10/2022 00:00,2737.15,paga,upsell,pix,44855
331,2701,18/05/2021,15/05/2021,"2887,17",Paga,upsell,boleto,44324
332,5907,2021-11-02 00:00:00,,"4659,39",atrasada,setup,cartao,2021-10-23 00:00:00
333,4731,23/10/2024 00:00,2024-11-02 00:00:00,"1997,69",Paga,setup,boleto,2024-10-13
334,3984,45024,,4918.44,atrasada,Mensal,cartao,29/03/2023
335,4880,2023-11-28,,"R$ 3036,00",atrasada,setup,boleto,18/11/2023
336,5287,44772,06/08/2022 00:00,"R$ 4653,00",paga,mensalidade,,20/07/2022
337,2662,2023-10-01,45202,"R$ 1808,00",pago,upsell,,21/09/2023 00:00
338,7153,26/03/2021 00:00,2021-03-21 00:00:00,"R$ 3685,00",paga,upsell,,2021-03-16
339,3927,04/08/2023 00:00,30/07/2023 00:00,"2401,24",Paga,upsell,boleto,2023-07-25 00:00:00
340,8939,44631,,"3265,32",em aberto,mensalidade,pix,2022-03-01 00:00:00
341,3388,30/01/2023 00:00,,"2948,66",aberta,mensalidade,boleto,20/01/2023
342,1747,2021-03-10 00:00:00,,1492.54,em aberto,upsell,boleto,2021-02-28
343,5706,02/11/2021 00:00,2021-11-06,"1050,40",paga,mensalidade,boleto,2021-10-23
344,8799,02/04/2023 00:00,,1767.66,em aberto,upsell,cartao,2023-03-23 00:00:00
345,7104,2022-10-13 00:00:00,2022-10-20,"315,70",pago,Mensal,boleto,44837
346,7329,13/10/2021,,"R$ 4128,00",aberta,mensalidade,pix,2021-10-03 00:00:00
347,3877,45183,2023-09-17,"R$ 1484,00",pago,Mensal,pix,45173
348,4898,26/10/2024,,"R$ 2456,00",atrasada,setup,,45581
349,2773,21/02/2024 00:00,,"4619,69",em aberto,upsell,,11/02/2024 00:00
350,3642,2022-05-31,07/06/2022,4778.40,paga,upsell,cartao,44702
351,6312,10/08/2021,44419,"R$ 4375,00",paga,Mensal,,2021-07-31
352,3221,2022-02-27 00:00:00,,1416.00,em aberto,mensalidade,pix,2022-02-17
353,2400,02/04/2021 00:00,,3899.65,em aberto,upsell,,23/03/2021 00:00
354,1730,26/05/2020 00:00,2020-05-25 00:00:00,533.19,paga,mensalidade,pix,43967
355,7068,20/03/2024 00:00,,1763.53,em aberto,upsell,boleto,45361
356,7523,2023-08-10,20/08/2023,3146.41,pago,upsell,pix,45138
357,5303,28/04/2022 00:00,2022-05-01 00:00:00,"R$ 3027,00",pago,Mensal,pix,18/04/2022 00:00
358,3254,07/09/2021 00:00,,"2697,17",aberta,mensalidade,boleto,44436
359,7627,01/08/2020,,"R$ 969,00",em aberto,setup,boleto,2020-07-22 00:00:00
360,8397,2022-05-26,44715,"3439,96",Paga,Mensal,cartao,2022-05-16
361,3067,08/04/2023 00:00,2023-04-16,"4022,40",Paga,Mensal,pix,2023-03-29 00:00:00
362,8043,2021-02-19 00:00:00,,"2050,38",em aberto,Mensal,pix,2021-02-09 00:00:00
363,5098,43940,43945,"R$ 3904,00",Paga,mensalidade,cartao,09/04/2020
364,7160,44382,,"3142,14",atrasada,upsell,cartao,44372
365,6284,18/07/2023 00:00,2023-07-27,"1523,27",pago,Mensal,pix,2023-07-08 00:00:00
366,2298,2023-02-21,,"R$ 1568,00",atrasada,Mensal,cartao,44968
367,2105,28/07/2021,2021-07-28 00:00:00,1192.65,pago,Mensal,pix,2021-07-18
368,4931,44858,29/10/2022,"1395,40",Paga,mensalidade,pix,2022-10-14
369,1239,20/04/2021,2021-04-22 00:00:00,1348.64,paga,setup,boleto,2021-04-10 00:00:00
370,8207,45017,,"871,54",atrasada,upsell,cartao,2023-03-22
371,8808,44133,,4346.53,aberta,setup,,2020-10-19 00:00:00
372,2676,45111,13/07/2023,"R$ 464,00",Paga,setup,,24/06/2023
373,3673,2023-05-09,,"R$ 2421,00",atrasada,upsell,cartao,29/04/2023
374,6447,2024-10-10,17/10/2024,"3278,19",paga,Mensal,,2024-09-30 00:00:00
375,5963,10/04/2020 00:00,14/04/2020,"R$ 4142,00",pago,setup,cartao,2020-03-31
376,4126,13/07/2020,44023,"R$ 3425,00",Paga,setup,pix,2020-07-03 00:00:00
377,5002,43979,2020-05-23 00:00:00,"R$ 2763,00",pago,mensalidade,boleto,2020-05-18
378,7224,2021-10-01,28/09/2021,"408,94",paga,upsell,boleto,2021-09-21 00:00:00
379,2706,2023-04-25,23/04/2023 00:00,"4237,81",Paga,Mensal,pix,2023-04-15 00:00:00
380,7972,2020-02-18,28/02/2020 00:00,"R$ 4509,00",pago,setup,boleto,08/02/2020
381,8830,2023-10-31,01/11/2023 00:00,1647.44,pago,mensalidade,boleto,2023-10-21
382,3617,2022-08-08,,"1433,31",atrasada,setup,boleto,29/07/2022 00:00
383,4693,2022-06-29 00:00:00,04/07/2022 00:00,"R$ 1871,00",paga,setup,pix,2022-06-19 00:00:00
384,4689,45490,2024-07-17,"97,23",Paga,setup,cartao,2024-07-07
385,2173,2023-04-16,,"3658,50",atrasada,mensalidade,cartao,06/04/2023 00:00
386,7200,2022-05-30 00:00:00,44707,"R$ 517,00",Paga,mensalidade,cartao,44701
387,7123,03/05/2021,03/05/2021,1429.62,Paga,Mensal,pix,2021-04-23 00:00:00
388,2383,02/04/2024,,3997.82,atrasada,setup,cartao,45374
389,3666,2021-12-30 00:00:00,,"4332,52",em aberto,mensalidade,pix,44550
390,4939,2023-09-04 00:00:00,45172,"R$ 433,00",pago,upsell,boleto,2023-08-25 00:00:00
391,2411,2020-02-26,,"R$ 4613,00",em aberto,mensalidade,boleto,16/02/2020 00:00
392,3943,2021-08-14,2021-08-16,637.60,pago,Mensal,pix,2021-08-04 00:00:00
393,8824,17/12/2022,,4391.50,atrasada,upsell,pix,2022-12-07 00:00:00
394,6697,2022-02-13 00:00:00,08/02/2022 00:00,"R$ 1156,00",Paga,setup,boleto,03/02/2022
395,4181,17/02/2023,2023-02-12 00:00:00,"1776,64",paga,Mensal,pix,2023-02-07
396,5002,2021-03-18 00:00:00,24/03/2021 00:00,"3293,77",paga,upsell,pix,08/03/2021
397,8331,31/05/2022 00:00,04/06/2022 00:00,"R$ 470,00",pago,mensalidade,,2022-05-21 00:00:00
398,1181,2021-06-19 00:00:00,,2085.43,atrasada,Mensal,cartao,44356
399,5793,43854,2020-01-30 00:00:00,"3303,05",paga,Mensal,cartao,43844
400,8607,44975,,"738,32",em aberto,upsell,pix,08/02/2023 00:00
401,8051,44388,,"2306,97",em aberto,mensalidade,,01/07/2021 00:00
402,6111,18/05/2020 00:00,2020-05-24,"3742,29",Paga,mensalidade,cartao,2020-05-08 00:00:00
403,6129,2021-12-03 00:00:00,2021-12-10,"R$ 4805,00",pago,upsell,pix,23/11/2021 00:00
404,2773,01/08/2023 00:00,02/08/2023 00:00,"4169,84",paga,mensalidade,,45129
405,8794,2020-07-25,2020-08-03,"R$ 1947,00",paga,setup,pix,15/07/2020 00:00
406,3095,45293,31/12/2023,"R$ 3204,00",paga,mensalidade,cartao,23/12/2023 00:00
407,2530,25/02/2023 00:00,2023-03-03,"4821,08",pago,setup,boleto,2023-02-15 00:00:00
408,4101,2023-02-21 00:00:00,,"1908,07",aberta,Mensal,,11/02/2023 00:00
409,8898,44084,2020-09-16 00:00:00,4097.02,pago,setup,boleto,2020-08-31 00:00:00
410,6384,17/09/2021,13/09/2021,"R$ 2276,00",pago,mensalidade,boleto,07/09/2021 00:00
411,7648,45419,45429,"1371,22",paga,setup,pix,27/04/2024
412,8065,2021-02-26,,4026.73,aberta,upsell,cartao,16/02/2021 00:00
413,7252,45123,,3698.93,aberta,Mensal,,2023-07-06
414,3483,43953,,"1220,45",aberta,mensalidade,,22/04/2020 00:00
415,7386,03/09/2020,2020-09-04,66.98,pago,setup,boleto,24/08/2020
416,7496,11/02/2022 00:00,,2454.15,em aberto,upsell,,2022-02-01 00:00:00
417,8162,10/09/2022 00:00,,"3719,73",em aberto,mensalidade,,31/08/2022 00:00
418,3458,45349,,"3806,20",em aberto,mensalidade,pix,17/02/2024
419,3142,2023-01-26,05/02/2023,3833.50,pago,setup,pix,16/01/2023
420,7479,27/05/2020 00:00,29/05/2020,2659.65,pago,setup,,2020-05-17
421,1690,2021-08-02,11/08/2021 00:00,"1722,55",pago,mensalidade,pix,2021-07-23 00:00:00
422,4182,20/09/2023 00:00,,"291,89",aberta,Mensal,boleto,10/09/2023
423,4139,2024-06-11 00:00:00,,3194.56,em aberto,mensalidade,pix,01/06/2024
424,1837,24/07/2023,24/07/2023,3424.72,pago,upsell,boleto,14/07/2023 00:00
425,5087,2023-09-25,22/09/2023,"R$ 4304,00",paga,upsell,,45184
426,7444,2023-08-31,2023-09-04,3099.17,Paga,upsell,boleto,2023-08-21 00:00:00
427,3271,18/01/2022 00:00,,"3109,04",em aberto,upsell,pix,2022-01-08 00:00:00
428,8223,16/09/2020,,4822.89,aberta,setup,,44080
429,2295,2024-11-25 00:00:00,2024-11-30,"1582,42",Paga,setup,boleto,15/11/2024 00:00
430,7667,2024-04-08 00:00:00,,"1694,60",aberta,setup,cartao,2024-03-29
431,3784,44184,20/12/2020 00:00,"R$ 2107,00",Paga,upsell,cartao,2020-12-09
432,3127,04/07/2021 00:00,2021-07-01 00:00:00,"2670,19",Paga,Mensal,cartao,24/06/2021
433,5689,2024-09-30,,"R$ 3733,00",aberta,setup,boleto,20/09/2024
434,5781,2024-01-15 00:00:00,45309,4974.84,paga,mensalidade,cartao,05/01/2024 00:00
435,8511,44056,44058,"2701,65",paga,mensalidade,pix,44046
436,2407,44950,2023-01-19,"R$ 1824,00",paga,mensalidade,pix,14/01/2023 00:00
437,1314,2023-12-25,2024-01-02,"R$ 4885,00",pago,upsell,,45275
438,1561,2022-05-06 00:00:00,05/05/2022,1366.37,pago,mensalidade,cartao,2022-04-26 00:00:00
439,5747,44903,,"2241,79",aberta,setup,pix,44893
440,1503,2024-10-01 00:00:00,26/09/2024 00:00,"1885,10",pago,setup,,2024-09-21 00:00:00
441,1325,2024-01-05,,"4072,65",em aberto,Mensal,boleto,2023-12-26 00:00:00
442,8974,2023-07-01,27/06/2023 00:00,"3294,37",Paga,setup,pix,2023-06-21
443,5934,2022-02-28 00:00:00,44625,"R$ 1116,00",paga,upsell,,2022-02-18 00:00:00
444,8036,2021-01-16 00:00:00,44213,3032.99,pago,upsell,boleto,44202
445,1615,28/01/2020,,"2608,04",atrasada,setup,pix,2020-01-18 00:00:00
446,5121,2020-10-15,,"4675,69",aberta,Mensal,boleto,05/10/2020 00:00
447,5512,23/02/2022,24/02/2022,4948.53,paga,Mensal,,44605
448,7455,44000,,"R$ 2839,00",aberta,setup,pix,08/06/2020 00:00
449,3784,22/02/2023 00:00,,1149.65,em aberto,mensalidade,boleto,12/02/2023 00:00
450,6306,2023-03-01 00:00:00,24/02/2023,"R$ 3216,00",paga,setup,boleto,2023-02-19 00:00:00
451,4169,20/05/2021 00:00,15/05/2021 00:00,1575.30,pago,mensalidade,,10/05/2021 00:00
452,4076,2022-09-23,,"R$ 3905,00",aberta,mensalidade,boleto,2022-09-13 00:00:00
453,2765,44960,06/02/2023 00:00,"R$ 3886,00",paga,upsell,,44950
454,8737,09/12/2021,44540,"2708,27",pago,Mensal,cartao,2021-11-29 00:00:00
455,1997,2022-01-07 00:00:00,,3744.98,aberta,setup,,2021-12-28 00:00:00
456,5319,2020-12-03 00:00:00,,"R$ 4319,00",atrasada,setup,,2020-11-23
457,7141,27/12/2023,2023-12-29,4426.62,pago,setup,,2023-12-17 00:00:00
458,3292,2023-11-10,12/11/2023 00:00,4916.39,Paga,Mensal,cartao,45230
459,6044,09/05/2021 00:00,44321,"715,53",paga,setup,,29/04/2021 00:00
460,8600,2022-07-15,12/07/2022,4283.55,pago,setup,pix,2022-07-05 00:00:00
461,5995,2023-04-14 00:00:00,2023-04-11,"R$ 4639,00",paga,mensalidade,pix,04/04/2023 00:00
462,4434,2022-10-09 00:00:00,44851,1661.64,paga,upsell,,44833
463,5545,2023-12-20,2023-12-19 00:00:00,"R$ 216,00",paga,Mensal,,10/12/2023 00:00
464,3932,2020-04-28 00:00:00,43954,"R$ 2686,00",paga,mensalidade,,18/04/2020 00:00
465,1230,2023-07-19 00:00:00,,4238.01,atrasada,upsell,cartao,2023-07-09 00:00:00
466,1087,11/09/2023,45184,"2913,90",pago,setup,cartao,2023-09-01
467,8214,08/12/2021,2021-12-06 00:00:00,"R$ 3857,00",pago,Mensal,cartao,2021-11-28 00:00:00
468,3488,03/06/2022,12/06/2022 00:00,"1792,32",pago,setup,,2022-05-24 00:00:00
469,5319,2021-02-27,,4885.56,em aberto,upsell,,2021-02-17
470,3042,05/11/2023 00:00,31/10/2023 00:00,4772.76,Paga,upsell,,2023-10-26 00:00:00
471,8835,2020-11-06 00:00:00,,"R$ 788,00",atrasada,upsell,,44131
472,8401,2024-07-16 00:00:00,12/07/2024,"1665,49",paga,setup,pix,45479
473,7276,2024-01-30,,"136,60",aberta,mensalidade,,20/01/2024
474,7203,2023-11-11,15/11/2023,"3451,95",Paga,upsell,boleto,2023-11-01 00:00:00
475,5237,29/11/2023 00:00,2023-11-30 00:00:00,"R$ 3366,00",pago,upsell,pix,2023-11-19 00:00:00
476,8681,03/04/2023,,2658.08,em aberto,mensalidade,boleto,24/03/2023 00:00
477,2793,44629,07/03/2022 00:00,682.49,paga,mensalidade,pix,44619
478,8284,04/07/2020 00:00,10/07/2020,"R$ 3952,00",paga,setup,,24/06/2020 00:00
479,6704,2022-08-18,,"4905,74",aberta,upsell,boleto,08/08/2022
480,4340,18/04/2023,,"2445,90",aberta,upsell,boleto,2023-04-08
481,3053,17/09/2020,18/09/2020 00:00,"3253,65",pago,setup,,2020-09-07
482,1087,43962,2020-05-15,"R$ 2996,00",paga,setup,cartao,2020-05-01 00:00:00
483,8636,45310,27/01/2024,"3036,43",paga,Mensal,cartao,2024-01-09 00:00:00
484,8618,2020-09-22,,"R$ 4607,00",aberta,Mensal,cartao,44086
485,4552,45612,,1979.45,atrasada,upsell,boleto,2024-11-06 00:00:00
486,6842,01/02/2021 00:00,2021-02-09 00:00:00,1333.52,Paga,upsell,pix,2021-01-22 00:00:00
487,1172,2020-03-10 00:00:00,2020-03-09,"130,15",pago,mensalidade,,2020-02-29 00:00:00
488,7399,2024-02-24,2024-03-01,"148,40",paga,mensalidade,,14/02/2024 00:00
489,7943,04/10/2022 00:00,,"R$ 2127,00",aberta,upsell,,24/09/2022
490,2361,25/02/2022 00:00,,2757.31,aberta,upsell,pix,44607
491,8116,2021-04-13,44309,"3575,21",pago,mensalidade,pix,2021-04-03
492,7683,23/03/2021,2021-03-24,2056.36,pago,setup,boleto,2021-03-13 00:00:00
493,5507,21/07/2023 00:00,31/07/2023,"3967,82",paga,mensalidade,pix,2023-07-11 00:00:00
494,2427,2023-04-18 00:00:00,45036,"4413,96",Paga,mensalidade,boleto,08/04/2023 00:00
495,1582,44441,2021-09-04 00:00:00,"3664,82",Paga,upsell,pix,44431
496,7199,45050,,"2054,14",aberta,setup,pix,2023-04-24 00:00:00
497,5740,2024-06-11 00:00:00,,"R$ 578,00",aberta,upsell,pix,01/06/2024 00:00
498,1210,44820,25/09/2022 00:00,700.18,pago,upsell,pix,06/09/2022 00:00
499,7957,45499,45496,4302.60,pago,Mensal,cartao,16/07/2024
500,5273,2023-05-02,27/04/2023 00:00,4876.01,paga,Mensal,,2023-04-22 00:00:00
501,5434,16/01/2022,2022-01-21 00:00:00,600.73,pago,upsell,cartao,06/01/2022 00:00
502,2807,02/10/2020,2020-10-04 00:00:00,3379.43,paga,upsell,pix,44096
503,5506,2023-01-14,44947,1572.93,paga,upsell,,2023-01-04 00:00:00
504,4341,44794,20/08/2022 00:00,"R$ 3950,00",pago,upsell,cartao,44784
505,8517,45495,24/07/2024 00:00,"4713,63",Paga,setup,pix,2024-07-12
506,4021,24/03/2024,45379,429.56,Paga,mensalidade,boleto,2024-03-14
507,8393,23/06/2022,2022-06-23 00:00:00,"1260,57",pago,setup,,13/06/2022
508,5961,12/11/2021 00:00,2021-11-09 00:00:00,3534.63,pago,Mensal,,02/11/2021
509,3602,45472,2024-06-26 00:00:00,"330,64",pago,mensalidade,,2024-06-19 00:00:00
510,6481,2021-10-07 00:00:00,,68.46,atrasada,upsell,cartao,27/09/2021 00:00
511,5708,20/03/2021,,"R$ 322,00",aberta,mensalidade,,44265
512,1604,07/07/2022 00:00,2022-07-06,"4535,31",pago,Mensal,,44739
513,7223,14/11/2021 00:00,2021-11-13,"R$ 2415,00",paga,upsell,cartao,2021-11-04
514,5166,22/05/2022 00:00,,"R$ 339,00",atrasada,setup,cartao,12/05/2022 00:00
515,2292,2024-04-11 00:00:00,09/04/2024 00:00,1376.25,Paga,mensalidade,,01/04/2024 00:00
516,8216,2022-01-30 00:00:00,,2964.57,aberta,mensalidade,boleto,2022-01-20 00:00:00
517,7716,2024-03-05 00:00:00,,"R$ 3670,00",atrasada,mensalidade,cartao,2024-02-24 00:00:00
518,4382,2024-08-16 00:00:00,,"261,80",atrasada,setup,,06/08/2024
519,1486,2021-12-02 00:00:00,2021-12-06,"R$ 3921,00",Paga,mensalidade,pix,2021-11-22
520,7582,2020-05-01,,4800.31,atrasada,mensalidade,,2020-04-21
521,8698,2021-12-04 00:00:00,11/12/2021 00:00,"2380,02",Paga,setup,boleto,2021-11-24
522,6840,20/11/2024,,"R$ 4571,00",aberta,upsell,boleto,10/11/2024 00:00
523,6943,2023-03-14 00:00:00,10/03/2023 00:00,"R$ 3199,00",pago,setup,boleto,04/03/2023
524,4082,2023-09-04 00:00:00,45174,4041.17,Paga,mensalidade,,2023-08-25
525,2371,45325,09/02/2024 00:00,"2279,82",paga,upsell,cartao,45315
526,2550,45408,45404,1784.75,Paga,upsell,,16/04/2024
527,7964,44478,44473,"3634,06",pago,upsell,cartao,2021-09-29
528,5477,15/08/2024,45517,"R$ 3378,00",Paga,setup,,45509
529,4299,23/10/2023 00:00,21/10/2023 00:00,878.48,Paga,Mensal,pix,13/10/2023 00:00
530,1694,44059,22/08/2020 00:00,"3665,51",paga,upsell,cartao,06/08/2020
531,1411,2024-03-28 00:00:00,,4131.95,atrasada,setup,boleto,45369
532,2919,16/07/2023 00:00,2023-07-25,1946.83,paga,upsell,boleto,2023-07-06 00:00:00
533,1476,2022-02-22,,2118.57,em aberto,setup,pix,2022-02-12
534,1418,2021-01-14 00:00:00,2021-01-18 00:00:00,"3442,94",Paga,setup,boleto,44200
535,7571,22/08/2020 00:00,,"2133,76",atrasada,upsell,cartao,2020-08-12
536,6812,22/01/2021,,"3262,41",em aberto,setup,cartao,12/01/2021 00:00
537,1678,2022-05-03,13/05/2022,2597.55,Paga,upsell,boleto,23/04/2022
538,1701,26/01/2021 00:00,31/01/2021,"R$ 2847,00",Paga,mensalidade,cartao,44212
539,3495,2020-09-08 00:00:00,,643.01,aberta,Mensal,pix,29/08/2020
540,4774,44816,18/09/2022,4173.81,Paga,mensalidade,,02/09/2022
541,1410,27/05/2020,28/05/2020 00:00,"1560,84",paga,mensalidade,cartao,17/05/2020
542,4143,20/08/2022 00:00,22/08/2022 00:00,"3726,57",paga,setup,,44783
543,5157,03/11/2022 00:00,,2449.97,em aberto,setup,cartao,44858
544,3087,03/07/2021,04/07/2021 00:00,3466.62,paga,upsell,pix,44370
545,8096,2024-11-30,05/12/2024,"R$ 3362,00",paga,mensalidade,,2024-11-20
546,5651,31/12/2023,,4012.57,em aberto,setup,boleto,21/12/2023
547,4127,2023-10-25,26/10/2023 00:00,"R$ 884,00",paga,upsell,pix,45214
548,5603,43854,43862,"4940,28",paga,setup,cartao,2020-01-14
549,3598,2021-12-25 00:00:00,2021-12-27,"R$ 4015,00",pago,setup,boleto,2021-12-15
550,3153,2022-02-12 00:00:00,,3492.23,em aberto,mensalidade,pix,02/02/2022 00:00
551,3080,2020-10-16,44120,4100.70,paga,Mensal,,2020-10-06
552,5556,2024-06-10 00:00:00,,"582,07",aberta,mensalidade,boleto,2024-05-31 00:00:00
553,4774,44814,,"1163,90",atrasada,mensalidade,boleto,44804
554,7969,05/09/2022,05/09/2022 00:00,"3115,06",Paga,mensalidade,,44799
555,4319,15/07/2024,,2433.05,em aberto,mensalidade,,2024-07-05
556,8202,2021-07-28,,"R$ 196,00",atrasada,mensalidade,pix,18/07/2021 00:00
557,1080,44645,,1502.83,aberta,setup,,44635
558,7220,2024-01-06 00:00:00,06/01/2024,"R$ 1942,00",paga,Mensal,cartao,27/12/2023
559,6769,23/03/2023,45008,"2480,75",Paga,setup,,2023-03-13 00:00:00
560,3357,2021-04-25,02/05/2021 00:00,"R$ 3007,00",Paga,Mensal,pix,15/04/2021 00:00
561,2501,2022-03-29 00:00:00,2022-03-31 00:00:00,"R$ 2920,00",Paga,Mensal,,2022-03-19 00:00:00
562,1647,28/01/2020,,"4810,06",aberta,mensalidade,,18/01/2020
563,2421,14/07/2023,,4863.90,em aberto,Mensal,cartao,2023-07-04
564,7834,2024-03-31 00:00:00,08/04/2024 00:00,"R$ 3494,00",pago,mensalidade,boleto,45372
565,5051,13/02/2021 00:00,,"R$ 2727,00",em aberto,mensalidade,cartao,2021-02-03
566,8931,2024-03-02,45360,1943.14,Paga,Mensal,cartao,2024-02-21
567,8259,2020-05-10 00:00:00,2020-05-19,"2642,59",paga,setup,boleto,43951
568,3392,28/07/2023 00:00,23/07/2023 00:00,4948.90,pago,Mensal,pix,18/07/2023
569,3144,2022-05-04 00:00:00,,"R$ 4949,00",aberta,Mensal,pix,2022-04-24
570,7631,2023-08-28,,"R$ 1571,00",em aberto,upsell,,2023-08-18 00:00:00
571,7602,2022-05-17 00:00:00,2022-05-21,1633.46,pago,setup,boleto,2022-05-07 00:00:00
572,1410,2020-06-24 00:00:00,25/06/2020,"4090,88",paga,upsell,boleto,2020-06-14 00:00:00
573,8286,44782,,"994,51",atrasada,Mensal,boleto,30/07/2022 00:00
574,5099,2020-08-04 00:00:00,44045,"R$ 596,00",paga,setup,pix,2020-07-25 00:00:00
575,1136,2022-05-02,44680,3684.09,pago,mensalidade,,22/04/2022 00:00
576,6735,19/10/2021,2021-10-24 00:00:00,"R$ 488,00",pago,mensalidade,boleto,2021-10-09
577,1039,2022-10-06,2022-10-03,"R$ 286,00",Paga,Mensal,,26/09/2022
578,2859,2021-03-29 00:00:00,,"R$ 4329,00",atrasada,upsell,,2021-03-19 00:00:00
579,8332,13/09/2024 00:00,2024-09-08,"R$ 571,00",paga,upsell,cartao,2024-09-03 00:00:00
580,7186,08/09/2020 00:00,2020-09-11 00:00:00,1463.38,paga,setup,,29/08/2020 00:00
581,4934,2021-07-16 00:00:00,,1089.29,atrasada,Mensal,boleto,2021-07-06
582,1904,2022-11-12 00:00:00,44873,"851,80",paga,Mensal,cartao,2022-11-02 00:00:00
583,2135,12/11/2023,17/11/2023,4107.36,paga,mensalidade,,2023-11-02 00:00:00
584,5339,11/06/2024 00:00,2024-06-19,"R$ 2700,00",paga,Mensal,pix,01/06/2024 00:00
585,3561,05/06/2024 00:00,45446,"R$ 147,00",pago,upsell,pix,26/05/2024 00:00
586,7836,2022-02-08 00:00:00,10/02/2022 00:00,922.89,paga,setup,,29/01/2022
587,6548,2021-07-01,,"R$ 3890,00",aberta,upsell,pix,21/06/2021
588,7909,13/01/2022,,"2131,00",em aberto,upsell,boleto,2022-01-03
589,4722,2024-03-11,45367,"3717,34",pago,setup,cartao,45352
590,5290,01/11/2021,,"2918,61",atrasada,mensalidade,pix,22/10/2021 00:00
591,7006,2020-11-09,2020-11-05,"680,54",Paga,setup,pix,2020-10-30
592,7005,45244,,"4047,65",atrasada,mensalidade,boleto,04/11/2023 00:00
593,7318,45467,22/06/2024,"R$ 1014,00",paga,Mensal,cartao,14/06/2024
594,3451,15/06/2020,44004,"68,88",Paga,setup,,2020-06-05
595,2565,24/12/2020 00:00,,"R$ 1001,00",atrasada,upsell,cartao,14/12/2020
596,5031,08/10/2021,,2133.23,em aberto,mensalidade,pix,28/09/2021
597,3988,44730,44740,"R$ 966,00",Paga,setup,cartao,2022-06-08 00:00:00
598,5442,2024-10-26 00:00:00,,"67,98",atrasada,setup,,16/10/2024 00:00
599,6981,27/06/2024 00:00,,"R$ 1882,00",atrasada,setup,,17/06/2024
600,2400,02/12/2022,,"R$ 3509,00",em aberto,setup,boleto,2022-11-22
601,5039,2023-07-27,28/07/2023,290.60,paga,setup,,45124
602,7033,11/12/2022,,"R$ 898,00",aberta,Mensal,cartao,2022-12-01
603,4184,44822,,"R$ 2685,00",atrasada,mensalidade,cartao,08/09/2022 00:00
604,5981,2022-12-14,,"R$ 3651,00",atrasada,Mensal,boleto,04/12/2022 00:00
605,7780,2024-02-25,2024-02-24 00:00:00,4275.00,Paga,mensalidade,cartao,2024-02-15
606,2957,44750,,"R$ 2261,00",aberta,mensalidade,cartao,28/06/2022 00:00
607,7013,23/07/2021 00:00,,"R$ 1944,00",aberta,mensalidade,pix,44390
608,4303,2022-03-21 00:00:00,27/03/2022,"R$ 2577,00",Paga,setup,pix,44631
609,3407,2020-09-23,,"1068,99",aberta,Mensal,cartao,44087
610,6011,28/04/2020,,"3992,75",em aberto,setup,,2020-04-18 00:00:00
611,1176,2022-08-09,15/08/2022 00:00,"1973,27",Paga,mensalidade,,30/07/2022 00:00
612,2219,45225,,"R$ 3339,00",em aberto,mensalidade,,2023-10-16
613,7072,23/04/2023,2023-04-25 00:00:00,"R$ 4923,00",paga,mensalidade,cartao,13/04/2023 00:00
614,3412,2023-06-29,45115,4028.73,paga,Mensal,boleto,2023-06-19
615,2199,2022-01-29 00:00:00,25/01/2022,840.50,Paga,setup,,44580
